labour_market_exprep_id,census_year,geography_id,geography_name,projection_start_year,projection_end_year,occupation_code,occupation_description,occupation_characteristic,expansion_or_replacement_value
,2011,5965,North Coast and Nechako,2010,2020,NOC841,Mine service workers and operators in oil and gas drilling,Replacement,0
,2011,5965,North Coast and Nechako,2010,2020,NOC841,Mine service workers and operators in oil and gas drilling,Total,10
,2011,5965,North Coast and Nechako,2010,2020,NOC842,Logging and forestry workers,Expansion,20
,2011,5965,North Coast and Nechako,2010,2020,NOC842,Logging and forestry workers,Replacement,50
,2011,5965,North Coast and Nechako,2010,2020,NOC842,Logging and forestry workers,Total,70
,2011,5965,North Coast and Nechako,2010,2020,NOC843,Agriculture and horticulture workers,Expansion,40
,2011,5965,North Coast and Nechako,2010,2020,NOC843,Agriculture and horticulture workers,Replacement,60
,2011,5965,North Coast and Nechako,2010,2020,NOC843,Agriculture and horticulture workers,Total,100
,2011,5965,North Coast and Nechako,2010,2020,NOC844,Other fishing and trapping occupations,Expansion,10
,2011,5965,North Coast and Nechako,2010,2020,NOC844,Other fishing and trapping occupations,Replacement,10
,2011,5965,North Coast and Nechako,2010,2020,NOC844,Other fishing and trapping occupations,Total,20
,2011,5965,North Coast and Nechako,2010,2020,NOC861,Primary production labourers,Expansion,90
,2011,5965,North Coast and Nechako,2010,2020,NOC861,Primary production labourers,Replacement,150
,2011,5965,North Coast and Nechako,2010,2020,NOC861,Primary production labourers,Total,240
,2011,5965,North Coast and Nechako,2010,2020,NOC921,"Supervisors, processing occupations",Expansion,40
,2011,5965,North Coast and Nechako,2010,2020,NOC921,"Supervisors, processing occupations",Replacement,160
,2011,5965,North Coast and Nechako,2010,2020,NOC921,"Supervisors, processing occupations",Total,200
,2011,5965,North Coast and Nechako,2010,2020,NOC922,"Supervisors, assembly and fabrication",Expansion,0
,2011,5965,North Coast and Nechako,2010,2020,NOC922,"Supervisors, assembly and fabrication",Replacement,10
,2011,5965,North Coast and Nechako,2010,2020,NOC922,"Supervisors, assembly and fabrication",Total,10
,2011,5965,North Coast and Nechako,2010,2020,NOC923,Central control and process operators in manufacturing and processing,Expansion,40
,2011,5965,North Coast and Nechako,2010,2020,NOC923,Central control and process operators in manufacturing and processing,Replacement,110
,2011,5965,North Coast and Nechako,2010,2020,NOC923,Central control and process operators in manufacturing and processing,Total,150
,2011,5965,North Coast and Nechako,2010,2020,NOC941,Machine operators and related workers in metal and mineral products processing,Expansion,30
,2011,5965,North Coast and Nechako,2010,2020,NOC941,Machine operators and related workers in metal and mineral products processing,Replacement,80
,2011,5965,North Coast and Nechako,2010,2020,NOC941,Machine operators and related workers in metal and mineral products processing,Total,110
,2011,5965,North Coast and Nechako,2010,2020,NOC942,"Machine operators and related workers in chemical, plastic and rubber processing",Expansion,0
,2011,5965,North Coast and Nechako,2010,2020,NOC942,"Machine operators and related workers in chemical, plastic and rubber processing",Replacement,0
,2011,5965,North Coast and Nechako,2010,2020,NOC942,"Machine operators and related workers in chemical, plastic and rubber processing",Total,0
,2011,5965,North Coast and Nechako,2010,2020,NOC943,Machine operators and related workers in pulp and paper production and wood processing,Expansion,110
,2011,5965,North Coast and Nechako,2010,2020,NOC943,Machine operators and related workers in pulp and paper production and wood processing,Replacement,230
,2011,5965,North Coast and Nechako,2010,2020,NOC943,Machine operators and related workers in pulp and paper production and wood processing,Total,340
,2011,5965,North Coast and Nechako,2010,2020,NOC944,Machine operators and related workers in textile processing,Expansion,0
,2011,5965,North Coast and Nechako,2010,2020,NOC944,Machine operators and related workers in textile processing,Replacement,0
,2011,5965,North Coast and Nechako,2010,2020,NOC944,Machine operators and related workers in textile processing,Total,0
,2011,5965,North Coast and Nechako,2010,2020,NOC945,"Machine operators/related workers in fabric, fur/leather products manufacturing",Expansion,0
,2011,5965,North Coast and Nechako,2010,2020,NOC945,"Machine operators/related workers in fabric, fur/leather products manufacturing",Replacement,0
,2011,5965,North Coast and Nechako,2010,2020,NOC945,"Machine operators/related workers in fabric, fur/leather products manufacturing",Total,0
,2011,5965,North Coast and Nechako,2010,2020,NOC946,"Machine operators and related workers in food, beverage and tobacco processing",Expansion,30
,2011,5965,North Coast and Nechako,2010,2020,NOC946,"Machine operators and related workers in food, beverage and tobacco processing",Replacement,60
,2011,5965,North Coast and Nechako,2010,2020,NOC946,"Machine operators and related workers in food, beverage and tobacco processing",Total,90
,2011,5965,North Coast and Nechako,2010,2020,NOC947,Printing machine operators and related occupations,Expansion,10
,2011,5965,North Coast and Nechako,2010,2020,NOC947,Printing machine operators and related occupations,Replacement,0
,2011,5965,North Coast and Nechako,2010,2020,NOC947,Printing machine operators and related occupations,Total,10
,2011,5965,North Coast and Nechako,2010,2020,NOC948,"Mechanical, electrical and electronics assemblers",Expansion,0
,2011,5965,North Coast and Nechako,2010,2020,NOC948,"Mechanical, electrical and electronics assemblers",Replacement,0
,2011,5965,North Coast and Nechako,2010,2020,NOC948,"Mechanical, electrical and electronics assemblers",Total,0
,2011,5965,North Coast and Nechako,2010,2020,NOC949,Other assembly and related occupations,Expansion,10
,2011,5965,North Coast and Nechako,2010,2020,NOC949,Other assembly and related occupations,Replacement,0
,2011,5965,North Coast and Nechako,2010,2020,NOC949,Other assembly and related occupations,Total,10
,2011,5965,North Coast and Nechako,2010,2020,NOC951,"Machining, metalworking, woodworking and related machine operators",Expansion,10
,2011,5965,North Coast and Nechako,2010,2020,NOC951,"Machining, metalworking, woodworking and related machine operators",Replacement,20
,2011,5965,North Coast and Nechako,2010,2020,NOC951,"Machining, metalworking, woodworking and related machine operators",Total,30
,2011,5965,North Coast and Nechako,2010,2020,NOC961,"Labourers in processing, manufacturing and utilities",Expansion,150
,2011,5965,North Coast and Nechako,2010,2020,NOC961,"Labourers in processing, manufacturing and utilities",Replacement,290
,2011,5965,North Coast and Nechako,2010,2020,NOC961,"Labourers in processing, manufacturing and utilities",Total,440
,2011,5980,Northeast,2010,2020,NOC001,Legislators and senior management,Expansion,40
,2011,5980,Northeast,2010,2020,NOC001,Legislators and senior management,Replacement,80
,2011,5980,Northeast,2010,2020,NOC001,Legislators and senior management,Total,120
,2011,5980,Northeast,2010,2020,NOC011,Administrative services managers,Expansion,20
,2011,5980,Northeast,2010,2020,NOC011,Administrative services managers,Replacement,70
,2011,5980,Northeast,2010,2020,NOC011,Administrative services managers,Total,90
,2011,5980,Northeast,2010,2020,NOC012,Managers in financial and business services,Expansion,-40
,2011,5980,Northeast,2010,2020,NOC012,Managers in financial and business services,Replacement,60
,2011,5980,Northeast,2010,2020,NOC012,Managers in financial and business services,Total,20
,2011,5980,Northeast,2010,2020,NOC013,Managers in communication (except broadcasting),Expansion,0
,2011,5980,Northeast,2010,2020,NOC013,Managers in communication (except broadcasting),Replacement,0
,2011,5980,Northeast,2010,2020,NOC013,Managers in communication (except broadcasting),Total,0
,2011,5980,Northeast,2010,2020,NOC021,"Managers in engineering, architecture, science and information systems",Expansion,10
,2011,5980,Northeast,2010,2020,NOC021,"Managers in engineering, architecture, science and information systems",Replacement,10
,2011,5980,Northeast,2010,2020,NOC021,"Managers in engineering, architecture, science and information systems",Total,20
,2011,5980,Northeast,2010,2020,NOC031,"Managers in health, education, social and community services",Expansion,20
,2011,5980,Northeast,2010,2020,NOC031,"Managers in health, education, social and community services",Replacement,80
,2011,5980,Northeast,2010,2020,NOC031,"Managers in health, education, social and community services",Total,100
,2011,5980,Northeast,2010,2020,NOC041,Managers in public administration,Expansion,0
,2011,5980,Northeast,2010,2020,NOC041,Managers in public administration,Replacement,10
,2011,5980,Northeast,2010,2020,NOC041,Managers in public administration,Total,10
,2011,5980,Northeast,2010,2020,NOC051,"Managers in art, culture, recreation and sport",Expansion,0
,2011,5980,Northeast,2010,2020,NOC051,"Managers in art, culture, recreation and sport",Replacement,10
,2011,5980,Northeast,2010,2020,NOC051,"Managers in art, culture, recreation and sport",Total,10
,2011,5980,Northeast,2010,2020,NOC061,"Sales, marketing and advertising managers",Expansion,20
,2011,5980,Northeast,2010,2020,NOC061,"Sales, marketing and advertising managers",Replacement,70
,2011,5980,Northeast,2010,2020,NOC061,"Sales, marketing and advertising managers",Total,90
,2011,5980,Northeast,2010,2020,NOC062,Managers in retail trade,Expansion,0
,2011,5980,Northeast,2010,2020,NOC062,Managers in retail trade,Replacement,260
,2011,5980,Northeast,2010,2020,NOC062,Managers in retail trade,Total,260
,2011,5980,Northeast,2010,2020,NOC063,Managers in food service and accommodation,Expansion,90
,2011,5980,Northeast,2010,2020,NOC063,Managers in food service and accommodation,Replacement,110
,2011,5980,Northeast,2010,2020,NOC063,Managers in food service and accommodation,Total,200
,2011,5980,Northeast,2010,2020,NOC064,Managers in protective services,Expansion,0
,2011,5980,Northeast,2010,2020,NOC064,Managers in protective services,Replacement,0
,2011,5980,Northeast,2010,2020,NOC064,Managers in protective services,Total,0
,2011,5980,Northeast,2010,2020,NOC065,Managers in other services,Expansion,20
,2011,5980,Northeast,2010,2020,NOC065,Managers in other services,Replacement,40
,2011,5980,Northeast,2010,2020,NOC065,Managers in other services,Total,60
,2011,5980,Northeast,2010,2020,NOC071,Managers in construction and transportation,Expansion,100
,2011,5980,Northeast,2010,2020,NOC071,Managers in construction and transportation,Replacement,170
,2011,5980,Northeast,2010,2020,NOC071,Managers in construction and transportation,Total,270
,2011,5980,Northeast,2010,2020,NOC072,Facility operation and maintenance managers,Expansion,20
,2011,5980,Northeast,2010,2020,NOC072,Facility operation and maintenance managers,Replacement,20
,2011,5980,Northeast,2010,2020,NOC072,Facility operation and maintenance managers,Total,40
,2011,5980,Northeast,2010,2020,NOC081,Managers in primary production (except agriculture),Expansion,110
,2011,5980,Northeast,2010,2020,NOC081,Managers in primary production (except agriculture),Replacement,170
,2011,5980,Northeast,2010,2020,NOC081,Managers in primary production (except agriculture),Total,280
,2011,5980,Northeast,2010,2020,NOC091,Managers in manufacturing and utilities,Expansion,10
,2011,5980,Northeast,2010,2020,NOC091,Managers in manufacturing and utilities,Replacement,40
,2011,5980,Northeast,2010,2020,NOC091,Managers in manufacturing and utilities,Total,50
,2011,5980,Northeast,2010,2020,NOC111,"Auditors, accountants and investment professionals",Expansion,40
,2011,5980,Northeast,2010,2020,NOC111,"Auditors, accountants and investment professionals",Replacement,100
,2011,5980,Northeast,2010,2020,NOC111,"Auditors, accountants and investment professionals",Total,140
,2011,5980,Northeast,2010,2020,NOC112,Human resources and business service professionals,Expansion,30
,2011,5980,Northeast,2010,2020,NOC112,Human resources and business service professionals,Replacement,30
,2011,5980,Northeast,2010,2020,NOC112,Human resources and business service professionals,Total,60
,2011,5980,Northeast,2010,2020,NOC121,Clerical supervisors,Expansion,30
,2011,5980,Northeast,2010,2020,NOC121,Clerical supervisors,Replacement,70
,2011,5980,Northeast,2010,2020,NOC121,Clerical supervisors,Total,100
,2011,5980,Northeast,2010,2020,NOC122,Administrative and regulatory occupations,Expansion,150
,2011,5980,Northeast,2010,2020,NOC122,Administrative and regulatory occupations,Replacement,300
,2011,5980,Northeast,2010,2020,NOC122,Administrative and regulatory occupations,Total,450
,2011,5980,Northeast,2010,2020,NOC123,Finance and insurance administrative occupations,Expansion,180
,2011,5980,Northeast,2010,2020,NOC123,Finance and insurance administrative occupations,Replacement,330
,2011,5980,Northeast,2010,2020,NOC123,Finance and insurance administrative occupations,Total,510
,2011,5980,Northeast,2010,2020,NOC124,"Secretaries, recorders and transcriptionists",Expansion,150
,2011,5980,Northeast,2010,2020,NOC124,"Secretaries, recorders and transcriptionists",Replacement,240
,2011,5980,Northeast,2010,2020,NOC124,"Secretaries, recorders and transcriptionists",Total,390
,2011,5980,Northeast,2010,2020,NOC141,"Clerical occupations, general office skills",Expansion,190
,2011,5980,Northeast,2010,2020,NOC141,"Clerical occupations, general office skills",Replacement,290
,2011,5980,Northeast,2010,2020,NOC141,"Clerical occupations, general office skills",Total,480
,2011,5980,Northeast,2010,2020,NOC142,Office equipment operators,Expansion,20
,2011,5980,Northeast,2010,2020,NOC142,Office equipment operators,Replacement,20
