census_year,noc_2011_code,noc_2011_description,b.c._median,b.c._low_10thpctl,b.c._high_90thpctl,b.c._source,vancouver_island_coast_median,vic_low_10thpctl,vic_high_90thpctl,vic_year,vic_source,northeast_median,ne_low_10thpctl,ne_high_90thpctl,ne_year,ne_source,north_coast_nechako_median,ncn_low_10thpctl,ncn_high_90thpctl,ncn_year,ncn_source,thompson-okanagan_median,tok_low_10thpctl,tok_high_90thpctl,tok_year,tok_source,cariboo_median,car_low_10thpctl,car_high_90thpctl,car_year,car_source,mainland_southwest_median,msw_low_10thpctl,msw_high_90thpctl,msw_year,msw_source,kootenays_median,kot_low_10thpctl,kot_high_90thpctl,kot_year,kot_source
2011,2241,Electrical and electronics engineering technologists and technicians,28,18,38.67,LFS 2011-12 PR NOC4,28,18,38.67,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,29.73,10.25,69.99,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,28,18,38.67,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,28,18,38.67,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,26.44,19.5,38.67,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,28,18,38.67,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,2242,Electronic service technicians (household and business equipment),24.5,13.23,36.54,LFS 2011-12 PR NOC4,24.5,13.23,36.54,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,24.5,13.23,36.54,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,24.5,13.23,36.54,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,24.5,13.23,36.54,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,24.32,15,36.54,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,24.5,13.23,36.54,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,2243,Industrial instrument technicians and mechanics,24.1,18,41,EI 2011-12 PR NOC4,24.1,18,41,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,24.1,18,41,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,
2011,2244,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",29.34,22.91,33.7,EI 2011-12 PR NOC4,29.34,22.91,33.7,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,29.34,23.86,33.2,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,2251,Architectural technologists and technicians,27,19.39,34.97,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,27,19.39,34.97,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,27.79,19.72,35.76,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,2252,Industrial designers,25,17.48,36.25,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,25,17.48,36.25,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,2253,Drafting technologists and technicians,23.75,16,40.38,LFS 2011-12 PR NOC4,23.75,16,40.38,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,23.75,16,40.38,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,23.75,16,40.38,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,23.75,16,40.38,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,23.75,16,40.38,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,2254,Land survey technologists and technicians,22.05,17,30,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,22.11,17,29.2,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,2255,Technical occupations in geomatics and meteorology,24,16,38.46,LFS 2011-12 PR NOC3,25.93,17.57,40.24,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,25.94,11.93,30.98,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,25.17,18.63,33.53,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,2261,Non-destructive testers and inspection technicians,30,18.25,45,EI 2011-12 PR NOC4,28.53,18.5,45,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,28.87,16.33,39.36,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,2262,Engineering inspectors and regulatory officers,38.05,19.35,51.92,Census 2006 PR NOC4,36.86,28.53,39.29,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,39.07,17.82,53.32,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,2263,Inspectors in public and environmental health and occupational health and safety,32,20,40.87,LFS 2011-12 PR NOC4,32,20,40.87,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,32,20,40.87,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,32,20,40.87,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,32,20,40.87,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,32,20,40.87,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,32,20,40.87,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,2264,Construction inspectors,31.25,20,51.4,LFS 2011-12 PR NOC4,31.25,20,51.4,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,31.25,20,51.4,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,31.25,20,51.4,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,31.25,20,51.4,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,31.25,20,51.4,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,31.25,20,51.4,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,2271,"Air pilots, flight engineers and flying instructors",34.62,15,72.12,LFS 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,34.62,15,72.12,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,34,15,76.92,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,2272,Air traffic controllers and related occupations,36.33,14.7,69.45,Census 2006 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,26.94,23.92,39.3,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,38.25,29.05,55.34,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,
2011,2273,"Deck officers, water transport",36,17.17,50,LFS 2011-12 PR NOC4,36,17.17,50,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,36,17.17,50,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,2274,"Engineer officers, water transport",33.52,24.3,46.09,EI 2011-12 PR NOC4,31.96,22,46.09,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,33,25.36,43.02,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,2275,Railway traffic controllers and marine traffic regulators,34.59,29.77,41.06,Census 2006 PR NOC4,32.86,31.02,37.36,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,
2011,2281,Computer network technicians,26.5,14,45,LFS 2011-12 PR NOC4,26.5,14,45,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,26.5,14,45,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,26.5,15,45,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,2282,User support technicians,25.96,13.75,42,LFS 2011-12 PR NOC4,25.96,13.75,42,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,25.96,13.25,42,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,23.96,13.26,43.23,Reference Period:л_2006,Source: 2006 Census - Statistics Canada
2011,2283,Information systems testing technicians,26.23,14,44,LFS 2011-12 PR NOC3,28,15,47.25,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,0,,,,Data limitations - refer to provincial wage,0,,,,Data limitations - refer to provincial wage,0,,,,Data limitations - refer to provincial wage,0,26,13.35,43.27,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,0
2011,3111,Specialist physicians,,49869,344166,Census 2006 PR NOC4,109988,60078,294465,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,148098,91604,523814,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,125297,43713,329239,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,3112,General practitioners and family physicians,,40089,227447,Census 2006 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,111637,48674,133753,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,100260,40183,150317,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,98725,49247,186377,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,101862,35974,256422,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,116349,69202,163884,Reference Period:л_2006,Source: 2006 Census - Statistics Canada
2011,3113,Dentists,,31735,172213,Census 2006 PR NOC4,74450,23016,168301,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,75816,35934,171698,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,3114,Veterinarians,,32295,97218,Census 2006 PR NOC4,66444,42685,96485,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,63669,21185,97163,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,61978,37463,92726,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,3121,Optometrists,,21432.75,165294,Census 2006 PR NOC4,85099,31351,165643,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,86018,60014,134692,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,65916,21433,179241,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,3122,Chiropractors,,21955.5,92390,Census 2006 PR NOC4,48932,21956,90088,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,47952,21956,92267,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,3125,Other professional occupations in health diagnosing and treating,,22197,108876,Census 2006 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,62046,32391,109016,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,3131,Pharmacists,,43770,111234,Census 2006 PR NOC4,86896,40082,121539,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,87534,63697,109087,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,101761,22386,139789,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,80433,44632,105280,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,98323,78636,148514,Reference Period:л_2006,Source: 2006 Census - Statistics Canada
2011,3132,Dietitians and nutritionists,32.34,14,38.12,EI 2011-12 PR NOC4,32.34,14,38.12,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,32.34,14,38.12,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,30.89,15,38.42,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
